zip	primary_city	acceptable_cities	unacceptable_cities	state	county
67417	Aurora			KS	Cloud County
67418	Barnard			KS	Lincoln County
67420	Beloit	Scottsville		KS	Mitchell County
67422	Bennington			KS	Ottawa County
67423	Beverly			KS	Lincoln County
67425	Brookville			KS	Saline County
67427	Bushton			KS	Rice County
67428	Canton			KS	McPherson County
67430	Cawker City			KS	Mitchell County
67431	Chapman			KS	Dickinson County
67432	Clay Center	Oakhill		KS	Clay County
67436	Delphos			KS	Ottawa County
67437	Downs			KS	Osborne County
67438	Durham			KS	Marion County
67439	Ellsworth			KS	Ellsworth County
67441	Enterprise			KS	Dickinson County
67442	Falun			KS	Saline County
67443	Galva			KS	McPherson County
67444	Geneseo			KS	Rice County
67445	Glasco			KS	Cloud County
67446	Glen Elder			KS	Mitchell County
67447	Green			KS	Clay County
67448	Gypsum	Carlton		KS	Saline County
67449	Herington	Delavan, Latimer		KS	Dickinson County
67450	Holyrood			KS	Ellsworth County
67451	Hope	Navarre		KS	Dickinson County
67452	Hunter			KS	Mitchell County
67454	Kanopolis			KS	Ellsworth County
67455	Lincoln	Westfall		KS	Lincoln County
67456	Lindsborg	Smolan		KS	McPherson County
67457	Little River			KS	Rice County
67458	Longford			KS	Clay County
67459	Lorraine			KS	Ellsworth County
67460	Mcpherson	Conway, Mc Pherson		KS	McPherson County
67464	Marquette			KS	McPherson County
67466	Miltonvale			KS	Cloud County
67467	Minneapolis	Ada, Wells		KS	Ottawa County
67468	Morganville			KS	Clay County
67470	New Cambria			KS	Saline County
67473	Osborne			KS	Osborne County
67474	Portis			KS	Osborne County
67475	Ramona			KS	Marion County
67476	Roxbury			KS	McPherson County
67478	Simpson			KS	Mitchell County
67480	Solomon			KS	Dickinson County
67481	Sylvan Grove			KS	Lincoln County
67482	Talmage			KS	Dickinson County
67483	Tampa		Ramona	KS	Marion County
67484	Tescott	Culver		KS	Ottawa County
67485	Tipton			KS	Mitchell County
67487	Wakefield			KS	Clay County
67490	Wilson			KS	Ellsworth County
67491	Windom			KS	McPherson County
67492	Woodbine			KS	Dickinson County
67501	Hutchinson	Willowbrook		KS	Reno County
67502	Hutchinson	Medora		KS	Reno County
67504	Hutchinson			KS	Reno County
67505	South Hutchinson	Hutchinson, S Hutchinson	So Hutchinson	KS	Reno County
67510	Abbyville			KS	Reno County
67511	Albert			KS	Barton County
67512	Alden			KS	Rice County
67513	Alexander			KS	Rush County
67514	Arlington			KS	Reno County
67515	Arnold			KS	Ness County
67516	Bazine			KS	Ness County
67518	Beeler			KS	Ness County
67519	Belpre			KS	Edwards County
67520	Bison			KS	Rush County
67521	Brownell			KS	Ness County
67522	Buhler			KS	Reno County
67523	Burdett			KS	Pawnee County
67524	Chase			KS	Rice County
67525	Claflin	Beaver, Odin		KS	Barton County
67526	Ellinwood			KS	Barton County
67529	Garfield			KS	Pawnee County
67530	Great Bend	Dundee, Heizer		KS	Barton County
67543	Haven			KS	Reno County
67544	Hoisington	Susank		KS	Barton County
67545	Hudson			KS	Stafford County
67546	Inman			KS	McPherson County
67547	Kinsley			KS	Edwards County
67548	La Crosse			KS	Rush County
67550	Larned	Radium	Fort Larned National History	KS	Pawnee County
67552	Lewis		Fellsburg	KS	Edwards County
67553	Liebenthal		La Crosse	KS	Rush County
67554	Lyons			KS	Rice County
67556	Mc Cracken			KS	Rush County
67557	Macksville			KS	Stafford County
67559	Nekoma			KS	Rush County
67560	Ness City			KS	Ness County
67561	Nickerson			KS	Reno County
67563	Offerle			KS	Edwards County
67564	Olmitz			KS	Barton County
67565	Otis	Galatia		KS	Rush County
67566	Partridge			KS	Reno County
67567	Pawnee Rock			KS	Barton County
67568	Plevna			KS	Reno County
67570	Pretty Prairie	Pretty Pr, Pretty Praire		KS	Reno County
67572	Ransom			KS	Ness County
67573	Raymond			KS	Rice County
67574	Rozel			KS	Pawnee County
67575	Rush Center	Timken		KS	Rush County
67576	Saint John	Seward	St John	KS	Stafford County
67578	Stafford			KS	Stafford County
67579	Sterling			KS	Rice County
67581	Sylvia			KS	Reno County
67583	Turon	Langdon, Preston		KS	Reno County
67584	Utica		Arnold	KS	Ness County
67585	Yoder			KS	Reno County
67601	Hays	Antonino		KS	Ellis County
67621	Agra			KS	Phillips County
67622	Almena			KS	Norton County
67623	Alton			KS	Osborne County
67625	Bogue			KS	Graham County
67626	Bunker Hill			KS	Russell County
67627	Catharine			KS	Ellis County
67628	Cedar			KS	Smith County
67629	Clayton			KS	Norton County
67631	Collyer			KS	Trego County
67632	Damar			KS	Rooks County
67634	Dorrance			KS	Russell County
67635	Dresden			KS	Decatur County
67637	Ellis			KS	Ellis County
67638	Gaylord			KS	Smith County
67639	Glade			KS	Phillips County
67640	Gorham			KS	Russell County
67642	Hill City			KS	Graham County
67643	Jennings			KS	Decatur County
67644	Kirwin			KS	Phillips County
67645	Lenora	Densmore, Edmond, New Almelo		KS	Norton County
67646	Logan			KS	Phillips County
67647	Long Island			KS	Phillips County
67648	Lucas			KS	Russell County
67649	Luray			KS	Russell County
67650	Morland			KS	Graham County
67651	Natoma			KS	Osborne County
67653	Norcatur			KS	Decatur County
67654	Norton			KS	Norton County
67656	Ogallah			KS	Trego County
67657	Palco			KS	Rooks County
67658	Paradise			KS	Russell County
67659	Penokee			KS	Graham County
67660	Pfeifer			KS	Ellis County
67661	Phillipsburg	Stuttgart		KS	Phillips County
67663	Plainville	Codell, Zurich		KS	Rooks County
67664	Prairie View			KS	Phillips County
67665	Russell			KS	Russell County
67667	Schoenchen	Hays		KS	Ellis County
67669	Stockton			KS	Rooks County
67671	Victoria			KS	Ellis County
67672	Wakeeney	Wa Keeney		KS	Trego County
67673	Waldo			KS	Osborne County
67674	Walker			KS	Ellis County
67675	Woodston			KS	Rooks County
67701	Colby			KS	Thomas County
67730	Atwood			KS	Rawlins County
67731	Bird City			KS	Cheyenne County
67732	Brewster			KS	Thomas County
67733	Edson			KS	Sherman County
67734	Gem			KS	Thomas County
67735	Goodland			KS	Sherman County
67736	Gove			KS	Gove County
67737	Grainfield			KS	Gove County
67738	Grinnell			KS	Gove County
67739	Herndon			KS	Rawlins County
67740	Hoxie	Studley		KS	Sheridan County
67741	Kanorado			KS	Sherman County
67743	Levant			KS	Thomas County
67744	Ludell			KS	Rawlins County
67745	Mc Donald		Mcdonald	KS	Rawlins County
67747	Monument	Winona		KS	Logan County
67748	Oakley			KS	Logan County
67749	Oberlin			KS	Decatur County
67751	Park			KS	Gove County
67752	Quinter			KS	Gove County
67753	Rexford	Menlo		KS	Thomas County
67756	Saint Francis	Wheeler	St Francis	KS	Cheyenne County
67757	Selden			KS	Sheridan County
67758	Sharon Springs	Sharon Spgs		KS	Wallace County
67761	Wallace			KS	Wallace County
67762	Weskan			KS	Wallace County
67764	Winona	Monument, Russell Spg, Russell Springs	Russell Spgs	KS	Logan County
67801	Dodge City	Fort Dodge		KS	Ford County
67831	Ashland			KS	Clark County
67834	Bucklin			KS	Ford County
67835	Cimarron	Kalvesta		KS	Gray County
67836	Coolidge			KS	Hamilton County
67837	Copeland			KS	Gray County
67838	Deerfield			KS	Kearny County
67839	Dighton	Shields		KS	Lane County
67840	Englewood			KS	Clark County
67841	Ensign			KS	Gray County
67842	Ford	Kingsdown		KS	Ford County
67843	Fort Dodge	Dodge City		KS	Ford County
67844	Fowler			KS	Meade County
67846	Garden City			KS	Finney County
67849	Hanston			KS	Hodgeman County
67850	Healy			KS	Lane County
67851	Holcomb			KS	Finney County
67853	Ingalls			KS	Gray County
67854	Jetmore			KS	Hodgeman County
67855	Johnson		Big Bow	KS	Stanton County
67857	Kendall			KS	Hamilton County
67859	Kismet			KS	Seward County
67860	Lakin			KS	Kearny County
67861	Leoti		Selkirk	KS	Wichita County
67862	Manter			KS	Stanton County
67863	Marienthal	Modoc		KS	Wichita County
67864	Meade			KS	Meade County
67865	Minneola	Bloom		KS	Clark County
67867	Montezuma			KS	Gray County
67868	Pierceville	Garden City		KS	Finney County
67869	Plains			KS	Meade County
67870	Satanta			KS	Haskell County
67871	Scott City	Friend		KS	Scott County
67876	Spearville			KS	Ford County
67877	Sublette			KS	Haskell County
67878	Syracuse			KS	Hamilton County
67879	Tribune			KS	Greeley County
67880	Ulysses			KS	Grant County
67882	Wright			KS	Ford County
67901	Liberal			KS	Seward County
67905	Liberal			KS	Seward County
67950	Elkhart			KS	Morton County
67951	Hugoton			KS	Stevens County
67952	Moscow			KS	Stevens County
67953	Richfield			KS	Morton County
67954	Rolla			KS	Morton County
68001	Abie			NE	Butler County
68002	Arlington			NE	Washington County
68003	Ashland			NE	Saunders County
68004	Bancroft			NE	Cuming County
68005	Bellevue			NE	Sarpy County
68007	Bennington			NE	Douglas County
68008	Blair			NE	Washington County
68009	Blair			NE	Washington County
68010	Boys Town	Boystown		NE	Douglas County
68014	Bruno			NE	Butler County
68015	Cedar Bluffs			NE	Saunders County
68016	Cedar Creek			NE	Cass County
68017	Ceresco			NE	Saunders County
68018	Colon			NE	Saunders County
68019	Craig			NE	Burt County
68020	Decatur			NE	Burt County
68022	Elkhorn			NE	Douglas County
68023	Fort Calhoun			NE	Washington County
68025	Fremont	Inglewood		NE	Dodge County
68026	Fremont			NE	Dodge County
68028	Gretna			NE	Sarpy County
68029	Herman			NE	Washington County
68030	Homer			NE	Dakota County
68031	Hooper			NE	Dodge County
68033	Ithaca			NE	Saunders County
68034	Kennard			NE	Washington County
68036	Linwood			NE	Butler County
68037	Louisville			NE	Cass County
68038	Lyons			NE	Burt County
68039	Macy			NE	Thurston County
68040	Malmo			NE	Saunders County
68041	Mead			NE	Saunders County
68042	Memphis			NE	Saunders County
68044	Nickerson	Fontanelle		NE	Dodge County
68045	Oakland			NE	Burt County
68046	Papillion		Omaha	NE	Sarpy County
68047	Pender			NE	Wayne County
68048	Plattsmouth			NE	Cass County
68050	Prague			NE	Saunders County
68055	Rosalie			NE	Thurston County
68056	St Columbans			NE	Sarpy County
68057	Scribner			NE	Dodge County
68058	South Bend			NE	Cass County
68059	Springfield	Richfield		NE	Sarpy County
68061	Tekamah			NE	Burt County
68062	Thurston			NE	Thurston County
68063	Uehling			NE	Dodge County
68064	Valley	Leshara		NE	Douglas County
68065	Valparaiso			NE	Saunders County
68066	Wahoo			NE	Saunders County
68067	Walthill			NE	Thurston County
68068	Washington			NE	Washington County
68069	Waterloo			NE	Douglas County
68070	Weston			NE	Saunders County
68071	Winnebago			NE	Thurston County
68072	Winslow			NE	Dodge County
68073	Yutan			NE	Saunders County
68101	Omaha			NE	Douglas County
68102	Omaha			NE	Douglas County
68103	Omaha			NE	Douglas County
68104	Omaha		Benson	NE	Douglas County
68105	Omaha			NE	Douglas County
68106	Omaha			NE	Douglas County
68107	Omaha			NE	Douglas County
68108	Omaha			NE	Douglas County
68109	Omaha			NE	Douglas County
68110	Omaha			NE	Douglas County
68111	Omaha			NE	Douglas County
68112	Omaha		Florence	NE	Douglas County
68113	Offutt A F B	Offutt Afb, Omaha	Offutt Air Force Base	NE	Sarpy County
68114	Omaha			NE	Douglas County
68116	Omaha			NE	Douglas County
68117	Omaha			NE	Douglas County
68118	Omaha			NE	Douglas County
68119	Omaha		Air Mail Facility	NE	Douglas County
68120	Omaha			NE	Douglas County
68122	Omaha			NE	Douglas County
68123	Bellevue		Capehart, La Platte	NE	Sarpy County
68124	Omaha			NE	Douglas County
68127	Omaha	Ralston		NE	Douglas County
68128	La Vista	Lavista, Ralston		NE	Sarpy County
68130	Omaha			NE	Douglas County
68131	Omaha			NE	Douglas County
68132	Omaha			NE	Douglas County
68133	Papillion	Bellevue	Omaha	NE	Sarpy County
68134	Omaha			NE	Douglas County
68135	Omaha			NE	Douglas County
68136	Omaha			NE	Sarpy County
68137	Omaha			NE	Douglas County
68138	Omaha	La Vista		NE	Sarpy County
68139	Omaha			NE	Douglas County
68142	Omaha			NE	Douglas County
68144	Omaha	Millard		NE	Douglas County
68145	Omaha	Millard		NE	Douglas County
68147	Bellevue	Omaha		NE	Sarpy County
68152	Omaha		Florence	NE	Douglas County
68154	Omaha			NE	Douglas County
68155	Omaha			NE	Douglas County
68157	Omaha	Bellevue	Papillion	NE	Sarpy County
68164	Omaha			NE	Douglas County
68172	Omaha		Bar Code, Business Reply	NE	Douglas County
68175	Omaha		Mutual Of Omaha	NE	Douglas County
68176	Omaha		Wells Fargo	NE	Douglas County
68178	Omaha		Creighton Univ	NE	Douglas County
68179	Omaha		Union Pacific Rr	NE	Douglas County
68180	Omaha		Blue Cross Blue Shield	NE	Douglas County
68181	Omaha		Omaha Natl Bank	NE	Douglas County
68182	Omaha		Univ Of Neb At Omaha	NE	Douglas County
68183	Omaha		Omaha Douglas Civic Ctr	NE	Douglas County
68197	Omaha		1st National Bank Of Omaha	NE	Douglas County
68198	Omaha		Un Med Center, Univ Of Ne Med Center, University Of Nebraska Medic	NE	Douglas County
68301	Adams			NE	Gage County
68303	Alexandria			NE	Thayer County
68304	Alvo			NE	Cass County
68305	Auburn		Glenrock, Howe, North Auburn, Rohrs	NE	Nemaha County
68307	Avoca			NE	Cass County
68309	Barneston		Wymore	NE	Gage County
68310	Beatrice	Holmesville	Ellis, Glenover, Hoag, Homestead National Monument, Riverside, Rockford	NE	Gage County
68313	Beaver Crossing	Beaver Xing		NE	Seward County
68314	Bee			NE	Seward County
68315	Belvidere		Hebron	NE	Thayer County
68316	Benedict			NE	York County
68317	Bennet			NE	Lancaster County
68318	Blue Springs			NE	Gage County
68319	Bradshaw			NE	York County
68320	Brock			NE	Nemaha County
68321	Brownville			NE	Nemaha County
68322	Bruning			NE	Thayer County
68323	Burchard			NE	Pawnee County
68324	Burr		Sterling	NE	Otoe County
68325	Byron			NE	Thayer County
68326	Carleton			NE	Thayer County
68327	Chester			NE	Thayer County
68328	Clatonia			NE	Gage County
68329	Cook			NE	Johnson County
68330	Cordova			NE	Seward County
68331	Cortland		Highland	NE	Gage County
68332	Crab Orchard			NE	Johnson County
68333	Crete		Blue River Lodge, Kramer	NE	Saline County
68335	Davenport			NE	Thayer County
68336	Davey			NE	Lancaster County
68337	Dawson			NE	Richardson County
68338	Daykin			NE	Jefferson County
68339	Denton			NE	Lancaster County
68340	Deshler			NE	Thayer County
68341	De Witt			NE	Saline County
68342	Diller			NE	Jefferson County
68343	Dorchester		Pleasanthill	NE	Saline County
68344	Douglas			NE	Otoe County
68345	Du Bois		Dubois	NE	Pawnee County
68346	Dunbar	Lorton		NE	Otoe County
68347	Eagle			NE	Cass County
68348	Elk Creek			NE	Johnson County
68349	Elmwood			NE	Cass County
68350	Endicott			NE	Jefferson County
68351	Exeter			NE	Fillmore County
68352	Fairbury	Gladstone	Powell, Thompson	NE	Jefferson County
68354	Fairmont		Burress	NE	Fillmore County
68355	Falls City		Barada, Preston	NE	Richardson County
68357	Filley			NE	Gage County
68358	Firth			NE	Lancaster County
68359	Friend			NE	Saline County
68360	Garland			NE	Seward County
68361	Geneva			NE	Fillmore County
68362	Gilead			NE	Thayer County
68364	Goehner			NE	Seward County
68365	Grafton			NE	Fillmore County
68366	Greenwood			NE	Cass County
68367	Gresham			NE	York County
68368	Hallam			NE	Lancaster County
68370	Hebron			NE	Thayer County
68371	Henderson		Lushton	NE	York County
68372	Hickman	Holland		NE	Lancaster County
68375	Hubbell			NE	Thayer County
68376	Humboldt			NE	Richardson County
68377	Jansen		Harbine	NE	Jefferson County
68378	Johnson			NE	Nemaha County
68379	Julian	Johnson		NE	Nemaha County
68380	Lewiston		Burchard	NE	Pawnee County
68381	Liberty			NE	Gage County
68382	Lorton	Dunbar		NE	Otoe County
68401	Mc Cool Junction	Mc Cool Jct		NE	York County
68402	Malcolm			NE	Lancaster County
68403	Manley			NE	Cass County
68404	Martell		Centerville, Princeton	NE	Lancaster County
68405	Milford		Grover	NE	Seward County
68406	Milligan			NE	Fillmore County
68407	Murdock		Wabash	NE	Cass County
68409	Murray			NE	Cass County
68410	Nebraska City		Nebr City, Paul, Wyoming	NE	Otoe County
68413	Nehawka			NE	Cass County
68414	Nemaha			NE	Nemaha County
68415	Odell		Lanham	NE	Gage County
68416	Ohiowa			NE	Fillmore County
68417	Otoe			NE	Otoe County
68418	Palmyra			NE	Otoe County
68419	Panama			NE	Lancaster County
68420	Pawnee City			NE	Pawnee County
68421	Peru			NE	Nemaha County
68422	Pickrell			NE	Gage County
68423	Pleasant Dale			NE	Seward County
68424	Plymouth			NE	Jefferson County
68428	Raymond	Agnew		NE	Lancaster County
68429	Reynolds		Chester	NE	Jefferson County
68430	Roca		Saltillo	NE	Lancaster County
68431	Rulo			NE	Richardson County
68433	Salem			NE	Richardson County
68434	Seward		Tamora	NE	Seward County
68436	Shickley			NE	Fillmore County
68437	Shubert			NE	Richardson County
68438	Sprague			NE	Lancaster County
68439	Staplehurst			NE	Seward County
68440	Steele City			NE	Jefferson County
68441	Steinauer			NE	Pawnee County
68442	Stella			NE	Richardson County
68443	Sterling	Saint Mary		NE	Johnson County
68444	Strang		Belle Prairie, Hamilton	NE	Fillmore County
68445	Swanton			NE	Saline County
68446	Syracuse			NE	Otoe County
68447	Table Rock			NE	Pawnee County
68448	Talmage			NE	Otoe County
68450	Tecumseh		Graf	NE	Johnson County
68452	Ong			NE	Clay County
68453	Tobias			NE	Saline County
68454	Unadilla			NE	Otoe County
68455	Union			NE	Cass County
68456	Utica			NE	Seward County
68457	Verdon			NE	Richardson County
68458	Virginia			NE	Gage County
68460	Waco		Thayer	NE	York County
68461	Walton			NE	Lancaster County
68462	Waverly			NE	Lancaster County
68463	Weeping Water			NE	Cass County
68464	Western			NE	Saline County
68465	Wilber			NE	Saline County
68466	Wymore		Sicily	NE	Gage County
68467	York			NE	York County
68501	Lincoln			NE	Lancaster County
68502	Lincoln			NE	Lancaster County
68503	Lincoln			NE	Lancaster County
68504	Lincoln		University Place	NE	Lancaster County
68505	Lincoln		Bethany	NE	Lancaster County
68506	Lincoln			NE	Lancaster County
68507	Lincoln			NE	Lancaster County
68508	Lincoln			NE	Lancaster County
68509	Lincoln		State House	NE	Lancaster County
68510	Lincoln			NE	Lancaster County
68512	Lincoln			NE	Lancaster County
68514	Lincoln			NE	Lancaster County
68516	Lincoln			NE	Lancaster County
68517	Lincoln			NE	Lancaster County
68520	Lincoln			NE	Lancaster County
68521	Lincoln			NE	Lancaster County
68522	Lincoln			NE	Lancaster County
68523	Lincoln		Rokeby	NE	Lancaster County
68524	Lincoln		Air Park	NE	Lancaster County
68526	Lincoln		Cheney	NE	Lancaster County
68527	Lincoln		Prairie Home	NE	Lancaster County
68528	Lincoln		Emerald	NE	Lancaster County
68529	Lincoln		Havelock	NE	Lancaster County
68531	Lincoln			NE	Lancaster County
68532	Lincoln			NE	Lancaster County
68542	Lincoln			NE	Lancaster County
68544	Lincoln		Nebraska Book Co	NE	
68583	Lincoln		Univ Of Nebraska E Campus	NE	Lancaster County
68588	Lincoln		University Of Nebraska	NE	Lancaster County
68601	Columbus	Richland		NE	Platte County
68602	Columbus			NE	Platte County
68620	Albion	Boone		NE	Boone County
68621	Ames			NE	Dodge County
68622	Bartlett			NE	Wheeler County
68623	Belgrade		Cedar Rapids	NE	Nance County
68624	Bellwood			NE	Butler County
68626	Brainard			NE	Butler County
68627	Cedar Rapids			NE	Boone County
68628	Clarks			NE	Merrick County
68629	Clarkson			NE	Colfax County
68631	Creston			NE	Platte County
68632	David City	Garrison, Octavia		NE	Butler County
68633	Dodge			NE	Dodge County
68634	Duncan			NE	Platte County
68635	Dwight			NE	Butler County
68636	Elgin			NE	Antelope County
68637	Ericson			NE	Wheeler County
68638	Fullerton			NE	Nance County
68640	Genoa			NE	Nance County
68641	Howells			NE	Colfax County
68642	Humphrey	Cornlea, Tarnov		NE	Platte County
68643	Leigh			NE	Colfax County
68644	Lindsay			NE	Platte County
68647	Monroe			NE	Platte County
68648	Morse Bluff			NE	Saunders County
68649	North Bend			NE	Dodge County
68651	Osceola			NE	Polk County
68652	Petersburg			NE	Boone County
68653	Platte Center			NE	Platte County
68654	Polk			NE	Polk County
68655	Primrose		Albion	NE	Boone County
68658	Rising City			NE	Butler County
68659	Rogers			NE	Colfax County
68660	Saint Edward			NE	Boone County
68661	Schuyler			NE	Colfax County
68662	Shelby			NE	Polk County
68663	Silver Creek			NE	Merrick County
68664	Snyder			NE	Dodge County
68665	Spalding			NE	Greeley County
68666	Stromsburg			NE	Polk County
68667	Surprise	Ulysses		NE	Butler County
68669	Ulysses			NE	Butler County
68701	Norfolk	Hadar		NE	Madison County
68702	Norfolk			NE	Madison County
68710	Allen		Martinsburg	NE	Dixon County
68711	Amelia			NE	Holt County
68713	Atkinson			NE	Holt County
68714	Bassett	Rose		NE	Rock County
68715	Battle Creek			NE	Madison County
68716	Beemer			NE	Cuming County
68717	Belden			NE	Cedar County
68718	Bloomfield			NE	Knox County
68719	Bristow	Gross		NE	Boyd County
68720	Brunswick			NE	Antelope County
68722	Butte	Anoka		NE	Boyd County
68723	Carroll			NE	Wayne County
68724	Center		Spade	NE	Knox County
68725	Chambers			NE	Holt County
68726	Clearwater			NE	Antelope County
68727	Coleridge			NE	Cedar County
68728	Concord			NE	Dixon County
68729	Creighton	Bazile Mills		NE	Knox County
68730	Crofton			NE	Knox County
68731	Dakota City			NE	Dakota County
68732	Dixon			NE	Dixon County
68733	Emerson			NE	Dakota County
68734	Emmet			NE	Holt County
68735	Ewing			NE	Holt County
68736	Fordyce			NE	Cedar County
68738	Hadar			NE	Pierce County
68739	Hartington			NE	Cedar County
68740	Hoskins			NE	Wayne County
68741	Hubbard			NE	Dakota County
68742	Inman			NE	Holt County
68743	Jackson			NE	Dakota County
68745	Laurel			NE	Cedar County
68746	Lynch	Monowi		NE	Boyd County
68747	Mclean		Mcclean	NE	Pierce County
68748	Madison			NE	Madison County
68749	Magnet			NE	Cedar County
68751	Maskell			NE	Dixon County
68752	Meadow Grove			NE	Madison County
68753	Mills			NE	Keya Paha County
68755	Naper			NE	Boyd County
68756	Neligh			NE	Antelope County
68757	Newcastle	Obert		NE	Dixon County
68758	Newman Grove			NE	Madison County
68759	Newport			NE	Rock County
68760	Niobrara	Verdel		NE	Knox County
68761	Oakdale			NE	Antelope County
68763	Oneill	'O'' Neill'	Grattan, Shields, Willowdale	NE	Holt County
68764	Orchard			NE	Antelope County
68765	Osmond	Foster		NE	Pierce County
68766	Page			NE	Holt County
68767	Pierce			NE	Pierce County
68768	Pilger			NE	Stanton County
68769	Plainview			NE	Pierce County
68770	Ponca		Martinsburg	NE	Dixon County
68771	Randolph	Sholes		NE	Cedar County
68773	Royal			NE	Antelope County
68774	Saint Helena		South Yankton, St Helena	NE	Cedar County
68776	South Sioux City	S Sioux City		NE	Dakota County
68777	Spencer			NE	Boyd County
68778	Springview			NE	Keya Paha County
68779	Stanton			NE	Stanton County
68780	Stuart			NE	Holt County
68781	Tilden			NE	Madison County
68783	Verdigre			NE	Knox County
68784	Wakefield			NE	Dixon County
68785	Waterbury			NE	Dixon County
68786	Wausa			NE	Knox County
68787	Wayne			NE	Wayne County
68788	West Point			NE	Cuming County
68789	Winnetoon			NE	Knox County
68790	Winside			NE	Wayne County
68791	Wisner			NE	Cuming County
68792	Wynot			NE	Cedar County
68801	Grand Island		Hall County Regional Airport	NE	Hall County
68802	Grand Island			NE	Hall County
68803	Grand Island			NE	Hall County
68810	Alda			NE	Hall County
68812	Amherst			NE	Buffalo County
68813	Anselmo	Milburn	New Helena, Victoria	NE	Custer County
68814	Ansley	Berwyn, Weissert	Myrtle	NE	Custer County
68815	Arcadia		Davis Creek, Vinton, Yale	NE	Valley County
68816	Archer		Midland	NE	Merrick County
68817	Ashton		Schaupps	NE	Sherman County
68818	Aurora		Stockham	NE	Hamilton County
68820	Boelus			NE	Howard County
68821	Brewster		Dunning	NE	Blaine County
68822	Broken Bow			NE	Custer County
68823	Burwell			NE	Garfield County
68824	Cairo		Mayfield, South Loup	NE	Hall County
68825	Callaway		Custer, Delight, Elim, Ryno, Triumph	NE	Custer County
68826	Central City		Riverside Park	NE	Merrick County
68827	Chapman		Vieregg	NE	Merrick County
68828	Comstock		Douglas Grove, Geranium	NE	Custer County
68831	Dannebrog		Nysted	NE	Howard County
68832	Doniphan		South Platte	NE	Hall County
68833	Dunning			NE	Blaine County
68834	Eddyville		Overton	NE	Dawson County
68835	Elba	Cotesfield	Dannevirke	NE	Howard County
68836	Elm Creek			NE	Buffalo County
68837	Elyria			NE	Valley County
68838	Farwell			NE	Howard County
68840	Gibbon		Lowell, Newark	NE	Buffalo County
68841	Giltner			NE	Hamilton County
68842	Greeley			NE	Greeley County
68843	Hampton			NE	Hamilton County
68844	Hazard			NE	Sherman County
68845	Kearney			NE	Buffalo County
68846	Hordville			NE	Hamilton County
68847	Kearney			NE	Buffalo County
68848	Kearney			NE	Buffalo County
68849	Kearney		Univ Of Nebraska At Kearney	NE	Buffalo County
68850	Lexington			NE	Dawson County
68852	Litchfield		Clay, Elm	NE	Sherman County
68853	Loup City		Oak Creek, Sherman Lake, Webster	NE	Sherman County
68854	Marquette		Kronborg	NE	Hamilton County
68855	Mason City		Algernon	NE	Custer County
68856	Merna		Kilfoil	NE	Custer County
68858	Miller		Armada, Milton	NE	Buffalo County
68859	North Loup		Enterprise, Eureka, Independent	NE	Valley County
68860	Oconto		East Custer	NE	Custer County
68861	Odessa			NE	Buffalo County
68862	Ord		Michigan, Noble, Springdale	NE	Valley County
68863	Overton			NE	Dawson County
68864	Palmer			NE	Merrick County
68865	Phillips			NE	Hamilton County
68866	Pleasanton		Cedar, Rusco, Sartoria	NE	Buffalo County
68869	Ravenna		Cherry Creek, Poole, Sodtown, St Michael, Sweetwater	NE	Buffalo County
68870	Riverdale		Gardner, Prairie Center, Thornton	NE	Buffalo County
68871	Rockville		Bristol	NE	Sherman County
68872	Saint Libory		St Libory, Worms	NE	Howard County
68873	Saint Paul		Cushing, St Paul	NE	Howard County
68874	Sargent		Corner, West Union	NE	Custer County
68875	Scotia		Horace	NE	Greeley County
68876	Shelton		Sharon	NE	Buffalo County
68878	Sumner			NE	Dawson County
68879	Taylor	Almeria		NE	Loup County
68881	Westerville		Comstock, Spring Creek	NE	Custer County
68882	Wolbach		Brayton	NE	Greeley County
68883	Wood River	Prosser	Cameron, Martin	NE	Hall County
68901	Hastings		Good Samaritan Village, Hansen, Hastings Imperial Mall, Hastings Municipal Airport, Ingleside, Spencer Park, West Blue	NE	Adams County
68902	Hastings			NE	Adams County
68920	Alma		Prairie Dog	NE	Harlan County
68922	Arapahoe			NE	Furnas County
68923	Atlanta		Industry, Industry-rock Falls, Rock Falls	NE	Phelps County
68924	Axtell		Keene, Mirage	NE	Kearney County
68925	Ayr		Zero	NE	Adams County
68926	Beaver City			NE	Furnas County
68927	Bertrand		Westmark, Westside, Williamsburg	NE	Phelps County
68928	Bladen			NE	Webster County
68929	Bloomington		Farmers, Oak Grove	NE	Franklin County
68930	Blue Hill	Cowles, Rosemont		NE	Webster County
68932	Campbell		Buffalo, North Franklin	NE	Franklin County
68933	Clay Center		Lynn, Marshall	NE	Clay County
68934	Deweese		Spring Ranch	NE	Clay County
68935	Edgar		Sedan	NE	Clay County
68936	Edison			NE	Furnas County
68937	Elwood	Johnson Lake	Johnson Lk	NE	Gosper County
68938	Fairfield			NE	Clay County
68939	Franklin		Ash Grove, Macon	NE	Franklin County
68940	Funk		Anderson	NE	Phelps County
68941	Glenvil		Hanover, Little Blue, Pauline	NE	Clay County
68942	Guide Rock			NE	Webster County
68943	Hardy			NE	Nuckolls County
68944	Harvard			NE	Clay County
68945	Heartwell		Eaton	NE	Kearney County
68946	Hendley			NE	Furnas County
68947	Hildreth			NE	Franklin County
68948	Holbrook			NE	Furnas County
68949	Holdrege		Holdridge, Prairie, Sheridan	NE	Phelps County
